town,office,party,candidate,votes
Foster,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,942
Foster,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,916
Foster,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,1182
Foster,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,638
Foster,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,1052
Foster,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,754
Foster,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,909
Foster,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,908
Foster,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,953
Foster,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,898
Foster,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,919
Foster,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,872
Foster,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,1146
Foster,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,706
Glocester,SENATOR IN CONGRESS,DEM,John F. REED,2087
Glocester,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,1386
Glocester,SENATOR IN CONGRESS,NON,WRITE-IN,5
Glocester,REPRESENTATIVE IN CONGRESS DISTRICT 2,DEM,James R. LANGEVIN,1859
Glocester,REPRESENTATIVE IN CONGRESS DISTRICT 2,REP,Rhue R. REIS,1613
Glocester,REPRESENTATIVE IN CONGRESS DISTRICT 2,NON,WRITE-IN,5
Glocester,GOVERNOR,REP,Allan W. FUNG,1503
Glocester,GOVERNOR,MOD,"Robert J. HEALEY, JR.",1019
Glocester,GOVERNOR,DEM,Gina M. RAIMONDO,963
Glocester,GOVERNOR,IND,Kate L. FLETCHER,37
Glocester,GOVERNOR,NON,WRITE-IN,11
Glocester,GOVERNOR,IND,Leon M. KAYARIAN,7
Glocester,LIEUTENANT GOVERNOR,DEM,Daniel J. McKEE,1561
Glocester,LIEUTENANT GOVERNOR,REP,Catherine Terry TAYLOR,1332
Glocester,LIEUTENANT GOVERNOR,MOD,William H. GILBERT,381
Glocester,LIEUTENANT GOVERNOR,Lib,Tony JONES,144
Glocester,LIEUTENANT GOVERNOR,NON,WRITE-IN,10
Glocester,SECRETARY OF STATE,DEM,Nellie M. GORBEA,1707
Glocester,SECRETARY OF STATE,REP,"John M. CARLEVALE, SR.",1686
Glocester,SECRETARY OF STATE,NON,WRITE-IN,9
Glocester,ATTORNEY GENERAL,REP,Dawson Tucker HODGSON,1830
Glocester,ATTORNEY GENERAL,DEM,Peter F. KILMARTIN,1608
Glocester,ATTORNEY GENERAL,NON,WRITE-IN,3
Glocester,GENERAL TREASURER,IND,Ernest A. ALMONTE,1901
Glocester,GENERAL TREASURER,DEM,Seth MAGAZINER,1477
Glocester,GENERAL TREASURER,NON,WRITE-IN,3
Glocester,SENATOR IN GENERAL ASSEMBLY DISTRICT 23,DEM,Paul W. FOGARTY,2036
Glocester,SENATOR IN GENERAL ASSEMBLY DISTRICT 23,IND,Lauri A. ARCHAMBAULT,1345
Glocester,SENATOR IN GENERAL ASSEMBLY DISTRICT 23,NON,WRITE-IN,5
Glocester,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 40,REP,Michael W. CHIPPENDALE,1613
Glocester,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 40,DEM,Joseph D. CARDILLO,706
Glocester,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 40,NON,WRITE-IN,3
Glocester,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 47,DEM,Cale P. KEABLE,200
Glocester,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 47,NON,WRITE-IN,4
Glocester,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 53,DEM,Thomas J. WINFIELD,646
Glocester,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 53,NON,WRITE-IN,23
Glocester,TOWN MODERATOR TOWN OF GLOCESTER,REP,Kevin P. WALSH,2827
Glocester,TOWN MODERATOR TOWN OF GLOCESTER,NON,WRITE-IN,54
Glocester,TOWN CLERK TOWN OF GLOCESTER,REP,Jean M. FECTEAU,2925
Glocester,TOWN CLERK TOWN OF GLOCESTER,NON,WRITE-IN,47
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,REP,"George O. STEERE, JR.",2205
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,REP,"Walter M.O. STEERE, III",2160
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,REP,Edward C. BURLINGAME,2037
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,IND,Steven A. SETTE,2022
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,IND,William E. REICHERT,1946
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,REP,Stephanie L. WESTGATE,1878
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,REP,Michael L. DEGRANGE,1804
Glocester,TOWN COUNCIL TOWN OF GLOCESTER,NON,WRITE-IN,57
Glocester,NON-PARTISAN SCHOOL COMMITTEE TOWN OF GLOCESTER,NON,"Walter M. O. STEERE, JR.",2451
Glocester,NON-PARTISAN SCHOOL COMMITTEE TOWN OF GLOCESTER,NON,Cynthia A. JOYCE,2209
Glocester,NON-PARTISAN SCHOOL COMMITTEE TOWN OF GLOCESTER,NON,Mary Ann F. CARROLL,2119
Glocester,NON-PARTISAN SCHOOL COMMITTEE TOWN OF GLOCESTER,NON,WRITE-IN,76
Glocester,DIRECTOR OF HUMAN SERVICES TOWN OF GLOCESTER,REP,Judith A. BRANCH,1948
Glocester,DIRECTOR OF HUMAN SERVICES TOWN OF GLOCESTER,DEM,Ann M. GLEW,1377
Glocester,DIRECTOR OF HUMAN SERVICES TOWN OF GLOCESTER,NON,WRITE-IN,6
Glocester,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,1904
Glocester,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,1563
Glocester,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,2246
Glocester,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,1165
Glocester,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,1951
Glocester,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,1456
Glocester,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,1683
Glocester,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,1633
Glocester,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,1737
Glocester,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,1712
Glocester,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,1656
Glocester,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,1628
Glocester,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,2076
Glocester,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,1325
Glocester,QUESTION 8 - TOWN OF GLOCESTER,NON,Question 8 APPROVE,1752
Glocester,QUESTION 8 - TOWN OF GLOCESTER,NON,Question 8 REJECT,1630
Glocester,QUESTION 9 - TOWN OF GLOCESTER,NON,Question 9 REJECT,2349
Glocester,QUESTION 9 - TOWN OF GLOCESTER,NON,Question 9 APPROVE,1078
Glocester,QUESTION 10 - TOWN OF GLOCESTER,NON,Question 10 REJECT,2029
Glocester,QUESTION 10 - TOWN OF GLOCESTER,NON,Question 10 APPROVE,1279
Glocester,QUESTION 11 - TOWN OF GLOCESTER,NON,Question 11 APPROVE,2204
Glocester,QUESTION 11 - TOWN OF GLOCESTER,NON,Question 11 REJECT,1246
Glocester,QUESTION 12 - TOWN OF GLOCESTER,NON,Question 12 APPROVE,2119
Glocester,QUESTION 12 - TOWN OF GLOCESTER,NON,Question 12 REJECT,1286
Glocester,QUESTION 13 - TOWN OF GLOCESTER,NON,Question 13 APPROVE,1767
Glocester,QUESTION 13 - TOWN OF GLOCESTER,NON,Question 13 REJECT,1592
Hopkinton,SENATOR IN CONGRESS,DEM,John F. REED,1654
Hopkinton,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,1000
Hopkinton,SENATOR IN CONGRESS,NON,WRITE-IN,5
Hopkinton,REPRESENTATIVE IN CONGRESS DISTRICT 2,DEM,James R. LANGEVIN,1513
Hopkinton,REPRESENTATIVE IN CONGRESS DISTRICT 2,REP,Rhue R. REIS,1118
Hopkinton,REPRESENTATIVE IN CONGRESS DISTRICT 2,NON,WRITE-IN,5
Hopkinton,GOVERNOR,REP,Allan W. FUNG,1080
Hopkinton,GOVERNOR,DEM,Gina M. RAIMONDO,836
Hopkinton,GOVERNOR,MOD,"Robert J. HEALEY, JR.",723
Hopkinton,GOVERNOR,IND,Kate L. FLETCHER,50
Hopkinton,GOVERNOR,IND,Leon M. KAYARIAN,13
Hopkinton,GOVERNOR,NON,WRITE-IN,5
Hopkinton,LIEUTENANT GOVERNOR,DEM,Daniel J. McKEE,1088
Hopkinton,LIEUTENANT GOVERNOR,REP,Catherine Terry TAYLOR,1017
Hopkinton,LIEUTENANT GOVERNOR,MOD,William H. GILBERT,319
Hopkinton,LIEUTENANT GOVERNOR,Lib,Tony JONES,152
Hopkinton,LIEUTENANT GOVERNOR,NON,WRITE-IN,5
Hopkinton,SECRETARY OF STATE,DEM,Nellie M. GORBEA,1346
Hopkinton,SECRETARY OF STATE,REP,"John M. CARLEVALE, SR.",1218
Hopkinton,SECRETARY OF STATE,NON,WRITE-IN,8
Hopkinton,ATTORNEY GENERAL,REP,Dawson Tucker HODGSON,1308
Hopkinton,ATTORNEY GENERAL,DEM,Peter F. KILMARTIN,1290
Hopkinton,ATTORNEY GENERAL,NON,WRITE-IN,3
Hopkinton,GENERAL TREASURER,DEM,Seth MAGAZINER,1354
Hopkinton,GENERAL TREASURER,IND,Ernest A. ALMONTE,1167
Hopkinton,GENERAL TREASURER,NON,WRITE-IN,6
Hopkinton,SENATOR IN GENERAL ASSEMBLY DISTRICT 34,REP,Elaine J. MORGAN,1356
Hopkinton,SENATOR IN GENERAL ASSEMBLY DISTRICT 34,DEM,Catherine COOL RUMSEY,1226
Hopkinton,SENATOR IN GENERAL ASSEMBLY DISTRICT 34,NON,WRITE-IN,6
Hopkinton,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 38,DEM,Brian Patrick KENNEDY,1662
Hopkinton,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 38,NON,WRITE-IN,59
Hopkinton,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 39,REP,Justin PRICE,224
Hopkinton,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 39,DEM,Larry VALENCIA,200
Hopkinton,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 39,NON,WRITE-IN,1
Hopkinton,TOWN CLERK TOWN OF HOPKINTON,IND,Elizabeth J. COOK-MARTIN,2194
Hopkinton,TOWN CLERK TOWN OF HOPKINTON,NON,WRITE-IN,11
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,IND,Barbara Ann CAPALBO,1671
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,IND,Frank T. LANDOLFI,1551
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,DEM,Sylvia K. THOMPSON,1496
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,DEM,Thomas E. BUCK,1460
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,IND,David Floyd HUSBAND,1454
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,REP,Scott Bill HIRST,1379
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,IND,Roy O. DUBS,1303
Hopkinton,TOWN COUNCIL TOWN OF HOPKINTON,NON,WRITE-IN,20
Hopkinton,CHARIHO SCHOOL COMMITTEE TOWN OF HOPKINTON,IND,Lisa A. MACARUSO,1334
Hopkinton,CHARIHO SCHOOL COMMITTEE TOWN OF HOPKINTON,DEM,Georgia J. URE,1199
Hopkinton,CHARIHO SCHOOL COMMITTEE TOWN OF HOPKINTON,IND,Sylvia Kay STANLEY,1194
Hopkinton,CHARIHO SCHOOL COMMITTEE TOWN OF HOPKINTON,IND,Jennifer A. PELLETIER,1065
Hopkinton,CHARIHO SCHOOL COMMITTEE TOWN OF HOPKINTON,DEM,Dorothy A. GARDINER,930
Hopkinton,CHARIHO SCHOOL COMMITTEE TOWN OF HOPKINTON,DEM,Gregory R. KENNEY,886
Hopkinton,CHARIHO SCHOOL COMMITTEE TOWN OF HOPKINTON,NON,WRITE-IN,9
Hopkinton,DIRECTOR OF PUBLIC WELFARE TOWN OF HOPKINTON,NON,Jennifer I. BEDARD,1876
Hopkinton,DIRECTOR OF PUBLIC WELFARE TOWN OF HOPKINTON,NON,WRITE-IN,12
Hopkinton,TOWN SERGEANT TOWN OF HOPKINTON,NON,WRITE-IN,183
Hopkinton,TOWN MODERATOR TOWN OF HOPKINTON,NON,WRITE-IN,137
Hopkinton,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,1391
Hopkinton,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,1207
Hopkinton,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,1627
Hopkinton,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,906
Hopkinton,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,1475
Hopkinton,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,1032
Hopkinton,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,1327
Hopkinton,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,1162
Hopkinton,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,1339
Hopkinton,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,1224
Hopkinton,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,1251
Hopkinton,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,1209
Hopkinton,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,1608
Hopkinton,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,930
Jamestown,SENATOR IN CONGRESS,DEM,John F. REED,2070
Jamestown,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,750
Jamestown,SENATOR IN CONGRESS,NON,WRITE-IN,0
Jamestown,REPRESENTATIVE IN CONGRESS DISTRICT 1,DEM,David N. CICILLINE,1508
Jamestown,REPRESENTATIVE IN CONGRESS DISTRICT 1,REP,Cormick Brendan LYNCH,1285
Jamestown,REPRESENTATIVE IN CONGRESS DISTRICT 1,NON,WRITE-IN,3
Jamestown,GOVERNOR,DEM,Gina M. RAIMONDO,1325
Jamestown,GOVERNOR,REP,Allan W. FUNG,901
Jamestown,GOVERNOR,MOD,"Robert J. HEALEY, JR.",590
Jamestown,GOVERNOR,IND,Kate L. FLETCHER,37
Jamestown,GOVERNOR,IND,Leon M. KAYARIAN,8
Jamestown,GOVERNOR,NON,WRITE-IN,8
Jamestown,LIEUTENANT GOVERNOR,DEM,Daniel J. McKEE,1334
Jamestown,LIEUTENANT GOVERNOR,REP,Catherine Terry TAYLOR,1007
Jamestown,LIEUTENANT GOVERNOR,MOD,William H. GILBERT,245
Jamestown,LIEUTENANT GOVERNOR,Lib,Tony JONES,112
Jamestown,LIEUTENANT GOVERNOR,NON,WRITE-IN,8
Jamestown,SECRETARY OF STATE,DEM,Nellie M. GORBEA,1630
Jamestown,SECRETARY OF STATE,REP,"John M. CARLEVALE, SR.",1064
Jamestown,SECRETARY OF STATE,NON,WRITE-IN,6
Jamestown,ATTORNEY GENERAL,DEM,Peter F. KILMARTIN,1515
Jamestown,ATTORNEY GENERAL,REP,Dawson Tucker HODGSON,1233
Jamestown,ATTORNEY GENERAL,NON,WRITE-IN,4
Jamestown,GENERAL TREASURER,DEM,Seth MAGAZINER,1663
Jamestown,GENERAL TREASURER,IND,Ernest A. ALMONTE,1042
Jamestown,GENERAL TREASURER,NON,WRITE-IN,2
Jamestown,SENATOR IN GENERAL ASSEMBLY DISTRICT 13,DEM,M. Teresa PAIVA-WEED,1501
Jamestown,SENATOR IN GENERAL ASSEMBLY DISTRICT 13,REP,Michael W. SMITH,1305
Jamestown,SENATOR IN GENERAL ASSEMBLY DISTRICT 13,NON,WRITE-IN,5
Jamestown,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 74,DEM,Deborah L. RUGGIERO,2231
Jamestown,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 74,NON,WRITE-IN,78
Jamestown,MODERATOR TOWN OF JAMESTOWN,DEM,John A. MURPHY,2279
Jamestown,MODERATOR TOWN OF JAMESTOWN,NON,WRITE-IN,39
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,DEM,Kristine Sandra TROCKI,1925
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,REP,Blake A. DICKINSON,1771
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,DEM,Mary E. MEAGHER,1685
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,DEM,Michael G. WHITE,1641
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,DEM,Thomas P. TIGHE,1541
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,DEM,Eugene B. MIHALY,1483
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,IND,Ellen WINSOR,1453
Jamestown,TOWN COUNCIL TOWN OF JAMESTOWN,NON,WRITE-IN,44
Jamestown,SCHOOL COMMITTEE JAMESTOWN,DEM,Bruce J. WHITEHOUSE,1597
Jamestown,SCHOOL COMMITTEE JAMESTOWN,DEM,Sarah Robina BAINES,1483
Jamestown,SCHOOL COMMITTEE JAMESTOWN,IND,Melissa A. MASTROSTEFANO,1362
Jamestown,SCHOOL COMMITTEE JAMESTOWN,NON,WRITE-IN,16
Jamestown,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,1519
Jamestown,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,1308
Jamestown,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,1935
Jamestown,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,851
Jamestown,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,1566
Jamestown,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,1153
Jamestown,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,1881
Jamestown,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,825
Jamestown,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,1721
Jamestown,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,1063
Jamestown,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,1727
Jamestown,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,938
Jamestown,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,2065
Jamestown,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,711
Johnston,SENATOR IN CONGRESS,DEM,John F. REED,6572
Johnston,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,3172
Johnston,SENATOR IN CONGRESS,NON,WRITE-IN,20
Johnston,REPRESENTATIVE IN CONGRESS DISTRICT 2,DEM,James R. LANGEVIN,6068
Johnston,REPRESENTATIVE IN CONGRESS DISTRICT 2,REP,Rhue R. REIS,3673
Johnston,REPRESENTATIVE IN CONGRESS DISTRICT 2,NON,WRITE-IN,17
Johnston,GOVERNOR,REP,Allan W. FUNG,4502
Johnston,GOVERNOR,DEM,Gina M. RAIMONDO,3270
Johnston,GOVERNOR,MOD,"Robert J. HEALEY, JR.",2126
Johnston,GOVERNOR,IND,Kate L. FLETCHER,78
Johnston,GOVERNOR,IND,Leon M. KAYARIAN,34
Johnston,GOVERNOR,NON,WRITE-IN,22
Johnston,LIEUTENANT GOVERNOR,DEM,Daniel J. McKEE,5785
Johnston,LIEUTENANT GOVERNOR,REP,Catherine Terry TAYLOR,2922
Johnston,LIEUTENANT GOVERNOR,MOD,William H. GILBERT,679
Johnston,LIEUTENANT GOVERNOR,Lib,Tony JONES,272
Johnston,LIEUTENANT GOVERNOR,NON,WRITE-IN,27
Johnston,SECRETARY OF STATE,DEM,Nellie M. GORBEA,5362
Johnston,SECRETARY OF STATE,REP,"John M. CARLEVALE, SR.",4227
Johnston,SECRETARY OF STATE,NON,WRITE-IN,30
Johnston,ATTORNEY GENERAL,DEM,Peter F. KILMARTIN,5462
Johnston,ATTORNEY GENERAL,REP,Dawson Tucker HODGSON,4218
Johnston,ATTORNEY GENERAL,NON,WRITE-IN,18
Johnston,GENERAL TREASURER,IND,Ernest A. ALMONTE,5432
Johnston,GENERAL TREASURER,DEM,Seth MAGAZINER,4252
Johnston,GENERAL TREASURER,NON,WRITE-IN,15
Johnston,SENATOR IN GENERAL ASSEMBLY DISTRICT 22,DEM,Stephen R. ARCHAMBAULT,121
Johnston,SENATOR IN GENERAL ASSEMBLY DISTRICT 22,REP,Hasan ALSAWAF,34
Johnston,SENATOR IN GENERAL ASSEMBLY DISTRICT 22,NON,WRITE-IN,0
Johnston,SENATOR IN GENERAL ASSEMBLY DISTRICT 25,DEM,"Frank LOMBARDO, III",7306
Johnston,SENATOR IN GENERAL ASSEMBLY DISTRICT 25,NON,WRITE-IN,169
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 13,DEM,John M. CARNEVALE,568
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 13,NON,WRITE-IN,13
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 42,DEM,Stephen R. UCCI,2771
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 42,NON,WRITE-IN,54
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 43,DEM,Deborah A. FELLELA,2483
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 43,IND,Karin N. GORMAN,2217
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 43,NON,WRITE-IN,12
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 44,DEM,Gregory J. COSTANTINO,546
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 44,REP,"Philip G. HIRONS, JR.",286
Johnston,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 44,NON,WRITE-IN,2
Johnston,MAYOR TOWN OF JOHNSTON,DEM,Joseph M. POLISENA,7152
Johnston,MAYOR TOWN OF JOHNSTON,IND,Ernest F. PITOCHELLI,2572
Johnston,MAYOR TOWN OF JOHNSTON,NON,WRITE-IN,36
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 5,DEM,Stephanie P. MANZI,1899
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 5,NON,WRITE-IN,68
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 1,DEM,"Richard DELFINO, III",1369
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 1,NON,WRITE-IN,29
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 2,DEM,Anthony A. VERARDO,1452
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 2,NON,WRITE-IN,30
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 3,DEM,David J. SANTILLI,1438
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 3,NON,WRITE-IN,34
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 4,DEM,Robert V. RUSSO,1581
Johnston,TOWN COUNCIL JOHNSTON DISTRICT 4,NON,WRITE-IN,45
Johnston,SCHOOL COMMITTEE JOHNSTON DISTRICT 2,DEM,Lauren A. GARZONE,1488
Johnston,SCHOOL COMMITTEE JOHNSTON DISTRICT 2,NON,WRITE-IN,45
Johnston,SCHOOL COMMITTEE JOHNSTON DISTRICT 3,DEM,Janice D. MELE,1372
Johnston,SCHOOL COMMITTEE JOHNSTON DISTRICT 3,NON,WRITE-IN,50
Johnston,SCHOOL COMMITTEE JOHNSTON DISTRICT 5,DEM,Gena BIANCO,1886
Johnston,SCHOOL COMMITTEE JOHNSTON DISTRICT 5,NON,WRITE-IN,38
Johnston,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,5787
Johnston,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,3485
Johnston,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,5725
Johnston,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,3246
Johnston,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,4924
Johnston,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,4099
Johnston,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,5439
Johnston,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,3444
Johnston,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,5133
Johnston,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,3943
Johnston,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,4771
Johnston,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,3923
Johnston,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,6217
Johnston,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,2851
Lincoln,SENATOR IN CONGRESS,DEM,John F. REED,5404
Lincoln,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,2662
Lincoln,SENATOR IN CONGRESS,NON,WRITE-IN,11
Lincoln,REPRESENTATIVE IN CONGRESS DISTRICT 1,REP,Cormick Brendan LYNCH,4154
Lincoln,REPRESENTATIVE IN CONGRESS DISTRICT 1,DEM,David N. CICILLINE,3901
