office,district,candidate,party,precinct,votes,absentee_votes
President,,Joseph R. Biden,D,Burrillville 0303,798,354
President,,Joseph R. Biden,D,Burrillville 0304,460,196
President,,Joseph R. Biden,D,Burrillville 0305,518,206
President,,Joseph R. Biden,D,Burrillville 0306,546,240
President,,Joseph R. Biden,D,Burrillville Limited,0,0
President,,Joseph R. Biden,D,Burrillville Presidential,28,7
President,,Joseph R. Biden,D,Central Falls 0401,575,149
President,,Joseph R. Biden,D,Central Falls 0402,225,59
President,,Joseph R. Biden,D,Central Falls 0403,539,189
President,,Joseph R. Biden,D,Central Falls 0404,496,146
President,,Joseph R. Biden,D,Central Falls 0405,198,73
President,,Joseph R. Biden,D,Central Falls 0406,312,99
President,,Joseph R. Biden,D,Central Falls 0407,131,32
President,,Joseph R. Biden,D,Central Falls 0408,452,127
President,,Joseph R. Biden,D,Central Falls Limited,0,0
President,,Joseph R. Biden,D,Central Falls Presidential,145,19
President,,Joseph R. Biden,D,Charlestown 0501,789,279
President,,Joseph R. Biden,D,Charlestown 0502,761,332
President,,Joseph R. Biden,D,Charlestown 0503,715,327
President,,Joseph R. Biden,D,Charlestown 0504,614,280
President,,Joseph R. Biden,D,Charlestown Limited,0,0
President,,Joseph R. Biden,D,Charlestown Presidential,30,10
President,,Joseph R. Biden,D,Coventry 0601,509,177
President,,Joseph R. Biden,D,Coventry 0602,152,63
President,,Joseph R. Biden,D,Coventry 0603,847,368
President,,Joseph R. Biden,D,Coventry 0604,540,221
President,,Joseph R. Biden,D,Coventry 0605,493,175
President,,Joseph R. Biden,D,Coventry 0606,258,105
President,,Joseph R. Biden,D,Coventry 0607,827,318
President,,Joseph R. Biden,D,Coventry 0608,748,262
President,,Joseph R. Biden,D,Coventry 0609,543,219
President,,Joseph R. Biden,D,Coventry 0610,351,152
President,,Joseph R. Biden,D,Coventry 0611,540,239
President,,Joseph R. Biden,D,Coventry 0612,573,235
President,,Joseph R. Biden,D,Coventry 0613,477,205
President,,Joseph R. Biden,D,Coventry 0614,276,167
President,,Joseph R. Biden,D,Coventry 0615,592,227
President,,Joseph R. Biden,D,Coventry 0616,627,268
President,,Joseph R. Biden,D,Coventry 0617,446,159
President,,Joseph R. Biden,D,Coventry 0618,251,101
President,,Joseph R. Biden,D,Coventry Limited,0,0
President,,Joseph R. Biden,D,Coventry Presidential,73,4
President,,Joseph R. Biden,D,Cranston 0701,964,285
President,,Joseph R. Biden,D,Cranston 0702,813,244
President,,Joseph R. Biden,D,Cranston 0703,535,212
President,,Joseph R. Biden,D,Cranston 0704,213,92
President,,Joseph R. Biden,D,Cranston 0705,235,59
President,,Joseph R. Biden,D,Cranston 0706,811,351
President,,Joseph R. Biden,D,Cranston 0707,827,353
President,,Joseph R. Biden,D,Cranston 0708,1028,462
President,,Joseph R. Biden,D,Cranston 0709,1186,564
President,,Joseph R. Biden,D,Cranston 0710,981,412
President,,Joseph R. Biden,D,Cranston 0711,814,350
President,,Joseph R. Biden,D,Cranston 0712,914,486
President,,Joseph R. Biden,D,Cranston 0713,872,434
President,,Joseph R. Biden,D,Cranston 0714,205,68
President,,Joseph R. Biden,D,Cranston 0715,641,261
President,,Joseph R. Biden,D,Cranston 0716,748,331
President,,Joseph R. Biden,D,Cranston 0717,439,156
President,,Joseph R. Biden,D,Cranston 0718,429,181
President,,Joseph R. Biden,D,Cranston 0719,678,310
President,,Joseph R. Biden,D,Cranston 0720,263,106
President,,Joseph R. Biden,D,Cranston 0721,987,384
President,,Joseph R. Biden,D,Cranston 0722,516,165
President,,Joseph R. Biden,D,Cranston 0723,1496,568
President,,Joseph R. Biden,D,Cranston 0724,1303,608
President,,Joseph R. Biden,D,Cranston 0725,1480,571
President,,Joseph R. Biden,D,Cranston 0726,813,291
President,,Joseph R. Biden,D,Cranston 0727,622,260
President,,Joseph R. Biden,D,Cranston 0728,7,6
President,,Joseph R. Biden,D,Cranston 0730,1068,469
President,,Joseph R. Biden,D,Cranston 0731,921,393
President,,Joseph R. Biden,D,Cranston Limited,5,0
President,,Joseph R. Biden,D,Cranston Presidential,225,15
President,,Joseph R. Biden,D,Cumberland 0801,686,351
President,,Joseph R. Biden,D,Cumberland 0802,912,430
President,,Joseph R. Biden,D,Cumberland 0803,991,417
President,,Joseph R. Biden,D,Cumberland 0804,288,114
President,,Joseph R. Biden,D,Cumberland 0805,1034,449
President,,Joseph R. Biden,D,Cumberland 0806,997,512
President,,Joseph R. Biden,D,Cumberland 0807,1323,627
President,,Joseph R. Biden,D,Cumberland 0808,1274,685
President,,Joseph R. Biden,D,Cumberland 0809,389,173
President,,Joseph R. Biden,D,Cumberland 0810,811,305
President,,Joseph R. Biden,D,Cumberland 0811,897,394
President,,Joseph R. Biden,D,Cumberland 0812,853,410
President,,Joseph R. Biden,D,Cumberland 0813,335,124
President,,Joseph R. Biden,D,Cumberland Limited,6,1
President,,Joseph R. Biden,D,Cumberland Presidential,73,18
President,,Joseph R. Biden,D,East Greenwich 0901,289,138
President,,Joseph R. Biden,D,East Greenwich 0902,1268,693
President,,Joseph R. Biden,D,East Greenwich 0903,1140,502
President,,Joseph R. Biden,D,East Greenwich 0904,1246,679
President,,Joseph R. Biden,D,East Greenwich 0905,1237,594
President,,Joseph R. Biden,D,East Greenwich Limited,0,0
President,,Joseph R. Biden,D,East Greenwich Presidential,38,3
President,,Joseph R. Biden,D,East Providence 1001,1175,551
President,,Joseph R. Biden,D,East Providence 1002,870,388
President,,Joseph R. Biden,D,East Providence 1003,545,165
President,,Joseph R. Biden,D,East Providence 1004,1038,567
President,,Joseph R. Biden,D,East Providence 1005,980,491
President,,Joseph R. Biden,D,East Providence 1006,67,25
President,,Joseph R. Biden,D,East Providence 1007,106,42
President,,Joseph R. Biden,D,East Providence 1008,1187,494
President,,Joseph R. Biden,D,East Providence 1009,1172,511
President,,Joseph R. Biden,D,East Providence 1010,1316,582
President,,Joseph R. Biden,D,East Providence 1011,1145,561
President,,Joseph R. Biden,D,East Providence 1012,582,205
President,,Joseph R. Biden,D,East Providence 1013,940,416
President,,Joseph R. Biden,D,East Providence 1014,1036,502
President,,Joseph R. Biden,D,East Providence 1015,472,270
President,,Joseph R. Biden,D,East Providence 1016,565,247
President,,Joseph R. Biden,D,East Providence 1017,1002,526
President,,Joseph R. Biden,D,East Providence 1018,386,189
President,,Joseph R. Biden,D,East Providence Limited,0,0
President,,Joseph R. Biden,D,East Providence Presidential,151,4
President,,Joseph R. Biden,D,Exeter 1101,616,228
President,,Joseph R. Biden,D,Exeter 1102,551,211
President,,Joseph R. Biden,D,Exeter 1103,792,337
President,,Joseph R. Biden,D,Exeter Limited,0,0
President,,Joseph R. Biden,D,Exeter Presidential,15,0
President,,Joseph R. Biden,D,Foster 1201,648,256
President,,Joseph R. Biden,D,Foster 1202,570,241
President,,Joseph R. Biden,D,Foster Limited,0,0
President,,Joseph R. Biden,D,Foster Presidential,6,2
President,,Joseph R. Biden,D,Glocester 1301,883,384
President,,Joseph R. Biden,D,Glocester 1302,914,427
President,,Joseph R. Biden,D,Glocester 1303,191,78
President,,Joseph R. Biden,D,Glocester 1304,634,265
President,,Joseph R. Biden,D,Glocester Limited,0,0
President,,Joseph R. Biden,D,Glocester Presidential,16,7
President,,Joseph R. Biden,D,Hopkinton 1401,978,412
President,,Joseph R. Biden,D,Hopkinton 1402,934,378
President,,Joseph R. Biden,D,Hopkinton 1403,359,146
President,,Joseph R. Biden,D,Hopkinton Limited,0,0
President,,Joseph R. Biden,D,Hopkinton Presidential,27,7
President,,Joseph R. Biden,D,Jamestown 1501,1525,640
President,,Joseph R. Biden,D,Jamestown 1502,1243,634
President,,Joseph R. Biden,D,Jamestown Limited,0,0
President,,Joseph R. Biden,D,Jamestown Presidential,27,2
President,,Joseph R. Biden,D,Johnston 1601,522,206
President,,Joseph R. Biden,D,Johnston 1602,556,294
President,,Joseph R. Biden,D,Johnston 1603,679,324
President,,Joseph R. Biden,D,Johnston 1604,633,282
President,,Joseph R. Biden,D,Johnston 1605,554,230
President,,Joseph R. Biden,D,Johnston 1606,147,58
President,,Joseph R. Biden,D,Johnston 1607,185,102
President,,Joseph R. Biden,D,Johnston 1608,738,243
President,,Joseph R. Biden,D,Johnston 1609,495,191
President,,Joseph R. Biden,D,Johnston 1610,843,370
President,,Joseph R. Biden,D,Johnston 1611,444,181
President,,Joseph R. Biden,D,Johnston 1612,433,183
President,,Joseph R. Biden,D,Johnston 1613,502,212
President,,Joseph R. Biden,D,Johnston Limited,0,0
President,,Joseph R. Biden,D,Johnston Presidential,107,14
President,,Joseph R. Biden,D,Lincoln 1701,1030,459
President,,Joseph R. Biden,D,Lincoln 1702,577,236
President,,Joseph R. Biden,D,Lincoln 1703,699,279
President,,Joseph R. Biden,D,Lincoln 1704,1035,407
President,,Joseph R. Biden,D,Lincoln 1705,761,284
President,,Joseph R. Biden,D,Lincoln 1706,212,80
President,,Joseph R. Biden,D,Lincoln 1707,226,62
President,,Joseph R. Biden,D,Lincoln 1708,928,413
President,,Joseph R. Biden,D,Lincoln 1709,353,148
President,,Joseph R. Biden,D,Lincoln 1710,382,147
President,,Joseph R. Biden,D,Lincoln 1711,380,131
President,,Joseph R. Biden,D,Lincoln Limited,1,0
President,,Joseph R. Biden,D,Lincoln Presidential,49,7
President,,Joseph R. Biden,D,Little Compton 1801,1515,581
President,,Joseph R. Biden,D,Little Compton Limited,0,0
President,,Joseph R. Biden,D,Little Compton Presidential,9,2
President,,Joseph R. Biden,D,Middletown 1901,952,475
President,,Joseph R. Biden,D,Middletown 1902,1056,521
President,,Joseph R. Biden,D,Middletown 1903,1012,494
President,,Joseph R. Biden,D,Middletown 1904,1415,690
President,,Joseph R. Biden,D,Middletown 1905,1010,482
President,,Joseph R. Biden,D,Middletown Limited,0,0
President,,Joseph R. Biden,D,Middletown Presidential,84,15
President,,Joseph R. Biden,D,Narragansett 2001,138,46
President,,Joseph R. Biden,D,Narragansett 2002,1312,582
President,,Joseph R. Biden,D,Narragansett 2003,1335,621
President,,Joseph R. Biden,D,Narragansett 2004,1325,637
President,,Joseph R. Biden,D,Narragansett 2005,1190,621
President,,Joseph R. Biden,D,Narragansett Limited,0,0
President,,Joseph R. Biden,D,Narragansett Presidential,33,1
President,,Joseph R. Biden,D,Newport 2101,867,368
President,,Joseph R. Biden,D,Newport 2102,1429,604
President,,Joseph R. Biden,D,Newport 2103,537,214
President,,Joseph R. Biden,D,Newport 2104,439,212
President,,Joseph R. Biden,D,Newport 2105,1106,599
President,,Joseph R. Biden,D,Newport 2106,1277,652
President,,Joseph R. Biden,D,Newport 2107,1170,544
President,,Joseph R. Biden,D,Newport 2108,645,308
President,,Joseph R. Biden,D,Newport 2109,300,88
President,,Joseph R. Biden,D,Newport Limited,1,0
President,,Joseph R. Biden,D,Newport Presidential,95,10
President,,Joseph R. Biden,D,New Shoreham 2201,729,228
President,,Joseph R. Biden,D,New Shoreham Limited,0,0
President,,Joseph R. Biden,D,New Shoreham Presidential,19,1
President,,Joseph R. Biden,D,North Kingstown 2301,882,436
President,,Joseph R. Biden,D,North Kingstown 2302,1402,679
President,,Joseph R. Biden,D,North Kingstown 2303,1175,609
President,,Joseph R. Biden,D,North Kingstown 2304,1124,521
President,,Joseph R. Biden,D,North Kingstown 2305,742,344
President,,Joseph R. Biden,D,North Kingstown 2306,733,335
President,,Joseph R. Biden,D,North Kingstown 2307,1484,676
President,,Joseph R. Biden,D,North Kingstown 2308,1446,672
President,,Joseph R. Biden,D,North Kingstown 2309,1481,765
President,,Joseph R. Biden,D,North Kingstown Limited,0,0
President,,Joseph R. Biden,D,North Kingstown Presidential,65,7
President,,Joseph R. Biden,D,North Providence 2401,486,190
President,,Joseph R. Biden,D,North Providence 2402,704,277
President,,Joseph R. Biden,D,North Providence 2403,652,313
President,,Joseph R. Biden,D,North Providence 2404,402,168
President,,Joseph R. Biden,D,North Providence 2405,525,214
President,,Joseph R. Biden,D,North Providence 2406,737,282
President,,Joseph R. Biden,D,North Providence 2407,672,257
President,,Joseph R. Biden,D,North Providence 2408,659,233
President,,Joseph R. Biden,D,North Providence 2409,369,156
President,,Joseph R. Biden,D,North Providence 2410,528,239
President,,Joseph R. Biden,D,North Providence 2411,637,316
President,,Joseph R. Biden,D,North Providence 2412,697,239
President,,Joseph R. Biden,D,North Providence 2413,379,145
President,,Joseph R. Biden,D,North Providence 2414,384,140
President,,Joseph R. Biden,D,North Providence 2415,475,137
President,,Joseph R. Biden,D,North Providence 2416,990,475
President,,Joseph R. Biden,D,North Providence Limited,0,0
President,,Joseph R. Biden,D,North Providence Presidential,142,5
President,,Joseph R. Biden,D,North Smithfield 2501,755,333
President,,Joseph R. Biden,D,North Smithfield 2502,874,402
President,,Joseph R. Biden,D,North Smithfield 2503,730,275
President,,Joseph R. Biden,D,North Smithfield 2504,739,371
President,,Joseph R. Biden,D,North Smithfield 2505,391,214
President,,Joseph R. Biden,D,North Smithfield Limited,0,0
President,,Joseph R. Biden,D,North Smithfield Presidential,18,1
President,,Joseph R. Biden,D,Pawtucket 2601,270,65
President,,Joseph R. Biden,D,Pawtucket 2602,581,139
President,,Joseph R. Biden,D,Pawtucket 2603,1141,423
President,,Joseph R. Biden,D,Pawtucket 2604,579,219
President,,Joseph R. Biden,D,Pawtucket 2605,398,93
President,,Joseph R. Biden,D,Pawtucket 2606,489,138
President,,Joseph R. Biden,D,Pawtucket 2607,1461,697
President,,Joseph R. Biden,D,Pawtucket 2608,1195,573
President,,Joseph R. Biden,D,Pawtucket 2609,158,65
President,,Joseph R. Biden,D,Pawtucket 2610,110,24
President,,Joseph R. Biden,D,Pawtucket 2611,515,193
President,,Joseph R. Biden,D,Pawtucket 2612,681,247
President,,Joseph R. Biden,D,Pawtucket 2613,887,320
President,,Joseph R. Biden,D,Pawtucket 2614,825,256
President,,Joseph R. Biden,D,Pawtucket 2615,350,86
President,,Joseph R. Biden,D,Pawtucket 2616,166,50
President,,Joseph R. Biden,D,Pawtucket 2617,215,74
President,,Joseph R. Biden,D,Pawtucket 2618,1092,475
President,,Joseph R. Biden,D,Pawtucket 2619,599,252
President,,Joseph R. Biden,D,Pawtucket 2620,1146,451
President,,Joseph R. Biden,D,Pawtucket 2621,305,125
President,,Joseph R. Biden,D,Pawtucket 2622,172,67
President,,Joseph R. Biden,D,Pawtucket 2623,288,99
President,,Joseph R. Biden,D,Pawtucket 2624,304,133
President,,Joseph R. Biden,D,Pawtucket 2625,309,87
President,,Joseph R. Biden,D,Pawtucket 2626,111,27
President,,Joseph R. Biden,D,Pawtucket 2627,661,246
President,,Joseph R. Biden,D,Pawtucket 2628,875,407
President,,Joseph R. Biden,D,Pawtucket 2629,1200,520
President,,Joseph R. Biden,D,Pawtucket 2630,94,31
President,,Joseph R. Biden,D,Pawtucket 2631,499,177
President,,Joseph R. Biden,D,Pawtucket Limited,5,1
President,,Joseph R. Biden,D,Pawtucket Presidential,372,61
President,,Joseph R. Biden,D,Portsmouth 2701,72,35
President,,Joseph R. Biden,D,Portsmouth 2702,200,95
President,,Joseph R. Biden,D,Portsmouth 2703,1070,506
President,,Joseph R. Biden,D,Portsmouth 2704,1433,660
President,,Joseph R. Biden,D,Portsmouth 2705,450,241
President,,Joseph R. Biden,D,Portsmouth 2706,454,221
President,,Joseph R. Biden,D,Portsmouth 2707,1374,649
President,,Joseph R. Biden,D,Portsmouth 2708,1532,786
President,,Joseph R. Biden,D,Portsmouth Limited,3,0
President,,Joseph R. Biden,D,Portsmouth Presidential,61,15
President,,Joseph R. Biden,D,Providence 2801,96,33
President,,Joseph R. Biden,D,Providence 2802,200,97
President,,Joseph R. Biden,D,Providence 2803,1343,772
President,,Joseph R. Biden,D,Providence 2804,232,109
President,,Joseph R. Biden,D,Providence 2805,1738,1005
President,,Joseph R. Biden,D,Providence 2806,126,65
President,,Joseph R. Biden,D,Providence 2807,4,0
President,,Joseph R. Biden,D,Providence 2808,1140,620
President,,Joseph R. Biden,D,Providence 2809,1399,635
President,,Joseph R. Biden,D,Providence 2810,98,55
President,,Joseph R. Biden,D,Providence 2811,833,160
President,,Joseph R. Biden,D,Providence 2812,849,209
President,,Joseph R. Biden,D,Providence 2813,598,137
President,,Joseph R. Biden,D,Providence 2814,429,132
President,,Joseph R. Biden,D,Providence 2815,957,650
President,,Joseph R. Biden,D,Providence 2816,1902,1158
President,,Joseph R. Biden,D,Providence 2817,1970,1120
President,,Joseph R. Biden,D,Providence 2818,1174,493
President,,Joseph R. Biden,D,Providence 2819,1104,393
President,,Joseph R. Biden,D,Providence 2820,134,53
President,,Joseph R. Biden,D,Providence 2821,784,226
President,,Joseph R. Biden,D,Providence 2822,248,56
President,,Joseph R. Biden,D,Providence 2823,915,299
President,,Joseph R. Biden,D,Providence 2824,1151,351
President,,Joseph R. Biden,D,Providence 2825,154,33
President,,Joseph R. Biden,D,Providence 2826,917,297
President,,Joseph R. Biden,D,Providence 2827,925,266
President,,Joseph R. Biden,D,Providence 2828,702,183
President,,Joseph R. Biden,D,Providence 2829,769,217
